"Mead_Surplus_DV Row cat 0" "Mead_Surplus_DV Row cat 1" "Mead_Shortage_e_DV Row cat 0" "Mead_Shortage_e_DV Row cat 1" "Mead_Shortage_e_DV Row cat 2" "Mead_Shortage_e_DV Row cat 3" "Mead_Shortage_e_DV Row cat 4" "Mead_Shortage_e_DV Row cat 5" "Mead_Shortage_e_DV Row cat 6" "Mead_Shortage_e_DV Row cat 7" "Mead_Shortage_V_DV Row cat 0" "Mead_Shortage_V_DV Row cat 1" "Mead_Shortage_V_DV Row cat 2" "Mead_Shortage_V_DV Row cat 3" "Mead_Shortage_V_DV Row cat 4" "Mead_Shortage_V_DV Row cat 5" "Mead_Shortage_V_DV Row cat 6" "Mead_Shortage_V_DV Row cat 7" "Powell_Tier_Elevation_DV.txt Row cat 0" "Powell_Tier_Elevation_DV.txt Row cat 1" "Powell_Tier_Elevation_DV.txt Row cat 2" "Powell_Tier_Elevation_DV.txt Row cat 3" "Powell_Tier_Elevation_DV.txt Row cat 4" "Powell_Mead_Reference_Elevation_DV Row cat 0" "Powell_Mead_Reference_Elevation_DV Row cat 1" "Powell_Mead_Reference_Elevation_DV Row cat 2" "Powell_Mead_Reference_Elevation_DV Row cat 3" "Powell_Mead_Reference_Elevation_DV Row cat 4" "Powell_Range_Number_DV Row cat 0" "Powell_Range_Number_DV Row cat 1" "Powell_Range_Number_DV Row cat 2" "Powell_Range_Number_DV Row cat 3" "Powell_Range_Number_DV Row cat 4" "Powell_Balance_Tier_Variable_DV Row cat 0" "Powell_Balance_Tier_Variable_DV Row cat 1" "Powell_Balance_Tier_Variable_DV Row cat 2" "Powell_Balance_Tier_Variable_DV Row cat 3" "Powell_Balance_Tier_Variable_DV Row cat 4" "Powell_Primary_Release_Volume_DV Row cat 0" "Powell_Primary_Release_Volume_DV Row cat 1" "Powell_Primary_Release_Volume_DV Row cat 2" "Powell_Primary_Release_Volume_DV Row cat 3" "Powell_Primary_Release_Volume_DV Row cat 4" "Powell_Increment_EQ_DV" "Objectives.Objective_Powell_3490" "Objectives.Objective_Powell_WY_Release" "Objectives.Objective_Lee_Ferry_Deficit" "Objectives.Objective_Avg_Combo_Storage" "Objectives.Objective_Mead_1000" "Objectives.Objective_LB_Shortage_Volume" "Objectives.Objective_Max_Annual_LB_Shortage" "Objectives.Objective_Max_Delta_Annual_Shortage"
0.29214464763462183 0.9737555226249982 0.36636184513717002 0.23277134034614344 0.45606999040024121 0.090606435455988732 0.78517596022812086 0.61838601474146959 0.19967378354623769 0.38246199008600368 0.51423443632997445 0.98323088604566433 0.59241457274007014 0.46676289859850956 0.04645040678941887 0.85994040334130184 0.60754485116515888 0.68030753887265627 0.17052412502712666 0.4504992534524061 0.065051594298577778 0.01326495805132784 0.94888553115280472 0.94220175429764241 0.96563203538899123 0.56328821498045889 0.8083973493912251 0.38541650618086953 0.30461377098798142 0.015966257316983829 0.097672116965444783 0.23089382081080551 0.68423302929946994 0.24102546908916567 0.44015249201100143 0.68326352436171456 0.12203823172534775 0.60999665679642856 0.4951769105380347 0.83319491330375772 0.034388523091186889 0.17336464723883305 0.90932040240366951 0.39106060946152094 61.460000000000001 8894045.7899999991 0 -7161391.7699999996 61.25 677822.62 1300000 1300000
0.14092422466280968 0.29627350631548871 0.80219698296911013 0.16526694134000386 0.07455064358062824 0.015636404979889374 0.98688693507269187 0.42340147691392377 0.77224477188946794 0.39488151678696309 0.19871568195491929 0.29348817637504271 0.005522122375090169 0.014079823627620894 0.81546142949151379 0.19884240305955578 0.70685734243757492 0.7113419491125601 0.72900716278911737 0.7901755354344322 0.77127034235076752 0.60595998042401855 0.074044645781173521 0.92630087815371831 0.35846572517381647 0.65107703061100952 0.11586905459777197 0.91495967561261726 0.8631034211402534 0.85003857520642656 0.62329812525382688 0.44945067433860403 0.33089802445166233 0.095410116039079174 0.063558351030470417 0.37081825508987953 0.31098232192708697 0.6688412571486182 0.32518332249605642 0.66592235226787677 0.72960617456808829 0.59129778565636315 0.63755747108663374 0.27472179133322133 0.20999999999999999 8703882.4700000007 32.5 -14345819.050000001 78.75 1095672.98 550000 550000
0.8872127446549043 0.56124342292576179 0.47221492241886792 0.38292687441756179 0.11959423965765029 0.97171209356088939 0.71324478409095782 0.84891381926110798 0.76078504341672759 0.7217295180823956 0.56127720176272033 0.23598491918202139 0.77096718521112739 0.25606832216867903 0.49379559757509167 0.040433591706779223 0.52273282607149629 0.71066288992545168 0.42754102089152229 0.11089082646902902 0.025419125572177379 0.43933650745063474 0.10789142830946749 0.20171920633914861 0.031429186005012405 0.89576359835820352 0.63641040926715597 0.47537022467594831 0.31435598137657067 0.56327557483764257 0.50857069331886495 0.69551608052465974 0.90756647985139083 0.13933145351226708 0.24929222982593166 0.60441737775793702 0.41038292190301767 0.53984108905769912 0.75555113953434661 0.20306122959662723 0.2287981592185791 0.94285357299792893 0.076979912602570824 0.59886546586613765 58.130000000000003 9083895.8200000003 2.5 -7815964.0499999998 65.209999999999994 707679.18000000005 1400000 1400000
0.8870864268129427 0.40450812629528998 0.77987554477990506 0.88777009418415143 0.64203164531896628 0.8509284527625256 0.084139960371921757 0.93563499695985464 0.16162870991081668 0.7853406453005366 0.89855418491609262 0.66898825198155554 0.60642905989811502 0.58068662825522166 0.009197049310709594 0.37228276938485977 0.10147154263720651 0.94013344332113247 0.66350176247383974 0.97366384253223981 0.0050615882512791057 0.28392097756357887 0.16080805639755169 0.30536385935390459 0.54873378983436472 0.48561374877710217 0.691895199402211 0.44842413869882564 0.65196125573757135 0.99445746769068233 0.22426931006467651 0.17592524811064947 0.71217922137868106 0.018075362550577932 0.23724908387224403 0.49389371590080988 0.32539970155931069 0.17882270719362953 0.74649140698520733 0.36646878518314768 0.64963290087171666 0.7441705185324351 0.8492234067174661 0.72093991998604967 10.630000000000001 8982658.8100000005 12.5 -13070476.390000001 66.25 1053750.01 2150000 2150000
0.6576128938835144 0.30806079490763622 0.56830859942555167 0.54254023347574754 0.093674766620079702 0.50881408027112807 0.36771580259495318 0.63633262124758505 0.26520237099966087 0.25046182173547843 0.24398964206780996 0.58987084720047911 0.97301054884982541 0.97889285673827231 0.39309772392574177 0.48674215061747056 0.89204655352329054 0.90609878485698692 0.63113862896131789 0.4343943657433601 0.79481130135124811 0.35007840868785939 0.50263709516791555 0.64510335788249584 0.57690388606323484 0.66892405940893196 0.49251769471273704 0.86416756381843418 0.19524298705981183 0.23018526919888921 0.72245211822969191 0.49919338140152242 0.28077236243541642 0.5720041998596872 0.024315961176603094 0.7685540168938586 0.64547229945787055 0.043603777662758664 0.1771106757635974 0.99455050658307753 0.94045858735694987 0.46994451374512736 0.95392858166106242 0.2795603380723764 9.7899999999999991 8646886.6699999999 17.5 -12034309.77 71.25 1027018.49 650000 650000
0.91486438850752649 0.88349402087821949 0.37015869523635103 0.7477187802427725 0.015456611294172846 0.95307184126066791 0.9283185656946894 0.33075030807656008 0.42818414802387916 0.55276496278884935 0.96665481966143818 0.57229246910947662 0.96361997047523507 0.98033158387530861 0.85300945510459347 0.075346258253638221 0.29444889684544151 0.30569702300841384 0.38509773192580271 0.19091103207108356 0.85113667483700828 0.26847485459141313 0.31692200883219995 0.48527987359214569 0.16949275116657203 0.3726868669904505 0.55680126523524553 0.39469146202194771 0.93615477507378786 0.84421314062648756 0.69602979572863077 0.93001683124574297 0.57006117132726619 0.070416133168716019 0.09717649759193335 0.20891871703996293 0.61500722905970351 0.67114351286346641 0.99005385255209488 0.35864678545823481 0.14008401360830386 0.25416365225197834 0.51832965633793027 0.29529058404622843 50 8888340.8699999992 7.5 -9749244.1400000006 48.539999999999999 848593.28000000003 2300000 2300000
0.87737306996187503 0.32255076461531007 0.74076861532888572 0.84866979155891342 0.6970157401396464 0.13662132810256941 0.70248408119717709 0.7089109992862006 0.35949115067708565 0.5528199762461754 0.29359184864293592 0.2965101397821005 0.80936115766162076 0.41978085632896539 0.81011339342457089 0.25620694115203968 0.86707231981378796 0.61151370955899209 0.91324055495514544 0.081594182895867659 0.51134240476212989 0.005184860435590348 0.50151629571372558 0.62789440984555855 0.79829518049915671 0.19427395313844875 0.64996393040054568 0.070940913416198667 0.70196688168262289 0.39678382440395277 0.79579267273559062 0.05076852744695929 0.89000533798011139 0.88661715082978299 0.33799516184674461 0.027616772341452718 0.37558295470093911 0.57886489517494688 0.093981936828694754 0.43847412602940439 0.57828014124610461 0.67202614216879619 0.035942276249626252 0.32815266827311196 25.420000000000002 8810133.5899999999 12.5 -9344212.6799999997 66.040000000000006 821506.73999999999 800000 700000
0.46559802267365114 0.15504161854159124 0.5426446345035556 0.98184089315632384 0.28654125246371637 0.83893350275208556 0.59083326011682702 0.86040462410552532 0.030500252971076464 0.25025136402115489 0.03734819289235123 0.038834730405089148 0.8226005597558339 0.30326551531983204 0.36019064238299398 0.53708242870333656 0.12706051653415443 0.3266512389124025 0.52224325400829386 0.82786899987325746 0.76999355591134955 0.27154292056140095 0.21582102291654354 0.96525182853575142 0.62289047348845994 0.45726516248128962 0.085347459438570653 0.84202307598712456 0.051681722526364431 0.19438003729898018 0.53135463305082042 0.41135390787649756 0.54063511978383993 0.69951220664650016 0.63742990573808311 0.13835308867002677 0.72609133732646969 0.13274541849567215 0.9758520752600981 0.96953686745128054 0.51630034938368485 0.71459510403559434 0.32295647946255202 0.041067515043790338 41.880000000000003 8842678.6400000006 5 -7630003.7800000003 72.920000000000002 719750.16000000003 200000 200000
0.35597268104459456 0.15864644622398691 0.75784611067684504 0.12016465261582393 0.014393491673840558 0.34187967245045109 0.11607264287678354 0.091799071778496513 0.046002642262261979 0.094156991246658606 0.040728803733533436 0.31141330984221149 0.85546057993906099 0.97951053035899771 0.70365786266132668 0.17533026732861304 0.47417383163100429 0.017161104599284265 0.097834160807038231 0.76336442533958804 0.49161587271178508 0.80691297836762688 0.47347176970762012 0.34630432057806859 0.17320186648825228 0.46467381656744372 0.43385165124988456 0.6497736807562815 0.39850473925436491 0.048058925440548669 0.61585009321939432 0.94914573197000329 0.63509364534055202 0.88668038786544479 0.045304008071614429 0.26089362503515873 0.37461262158458414 0.01530453772640427 0.62585991472607938 0.93343630873910999 0.50313626078496132 0.50103988486832007 0.85648983736906426 0.53937744897310091 47.5 8894860.3900000006 2.5 -7052718.0199999996 69.379999999999995 677426.04000000004 200000 100000
0.65869362760770456 0.68396377113740048 0.16293442322940901 0.61585116749998448 0.070568745739424774 0.94389160348658718 0.64241927644294206 0.94425159738032416 0.026511307811949242 0.86719893567897355 0.58577558388602347 0.63640359780667433 0.94023024172993153 0.80094929500505074 0.57547417831967451 0.67716834220969313 0.38816992598310346 0.57336703747822138 0.64328822392115559 0.128500349849579 0.45825288455426993 0.81120417937897238 0.54561678751968234 0.82063947124887249 0.94146480526343568 0.62593966993175909 0.3861026322436758 0.82042683680086093 0.96119055919376917 0.65148476689390022 0.9053506427224145 0.20668436079441671 0.19579113535485024 0.27396113338739636 0.069361302086469095 0.21458912156861953 0.10077800557501101 0.3772590862068485 0.018221825598325074 0.038963138134908662 0.094442960362518896 0.61825388335116527 0.68300677153351874 0.33655421955896409 0 8468496.1600000001 32.5 -16926003.640000001 62.289999999999999 1237975.1100000001 1450000 1450000
